PaPlantsID,BeekeeperID,BeeKeeperStatus,LocationID,ColonyCount,AnnualColonyLoss,WinterColonyLoss,PerTotLoss,PerWinLoss,FallMiteCount,MiteNotes,CountyName,TownshipName,EffectiveStartDate,EffectiveEndDate,LastInspectionDate,YardType,Orientation,MixInd,StateCode,City,ZipCode,X_if_no_2017_Reg
00091P,3742,Active,00091P-1,1,8,7,0.888888889,0.875,NA,,Orange,Strafford Town,1/1/01 0:00,,7/24/06 0:00,Permanent,,N,VT,Strafford,5070,
00092A,3765,Active,00092A-1,1,2,2,0.666666667,0.666666667,NA,,Windsor,Hartford Town,1/1/01 0:00,,,Permanent,,N,VT,Hartford,5001,
00092C,3767,Active,00092C-1,6,6,6,0.5,0.5,NA,,Chittenden,Burlington City,1/1/01 0:00,,7/20/16 0:00,Permanent,,N,VT,Burlington,5401,
763,3771,Active,000763-1,2,5,5,0.714285714,0.714285714,NA,,Orange,Braintree Town,1/1/01 0:00,,7/27/17 0:00,Permanent,,N,VT,Braintree,5060,
00092G,3775,Active,00092G-1,2,2,2,0.5,0.5,NA,,Chittenden,Shelburne Town,1/1/01 0:00,,,Permanent,,N,VT,Shelburne,5482,
00092M,3779,Active,00092M-6,4,2,2,0.333333333,0.333333333,NA,,Chittenden,Shelburne Town,6/10/15 0:00,,,Permanent,,N,VT,Shelburne,5482,
00092M,3779,Active,00092M-7,2,2,1,0.5,0.333333333,NA,,Chittenden,Burlington City,6/10/15 0:00,,,Permanent,,N,VT,Burlington,5401,
00092M,3779,Active,00092M-2,4,NA,NA,NA,NA,NA,,Chittenden,Hinesburg Town,5/21/12 0:00,,7/5/16 0:00,Permanent,,N,VT,Hinesburg,0,
00092M,3779,Active,00092M-4,4,NA,NA,NA,NA,NA,,Chittenden,Charlotte Town,5/21/12 0:00,,,Permanent,,N,VT,Charlotte,0,
00092M,3779,Active,00092M-5,3,NA,NA,NA,NA,NA,,Chittenden,Charlotte Town,6/10/15 0:00,,,Permanent,,N,VT,Charlotte,5445,
00092Q,3782,Active,00092Q-1,6,0,0,0,0,NA,,Addison,Addison Town,1/1/01 0:00,,,Permanent,,N,VT,Addison,0,
00092Q,3782,Active,00092Q-4,8,2,2,0.2,0.2,NA,,Addison,Middlebury Town,1/1/01 0:00,,9/6/07 0:00,Permanent,,N,VT,Middlebury,5753,
00092Q,3782,Active,00092Q-3,14,5,5,0.263157895,0.263157895,NA,,Addison,New Haven Town,1/1/01 0:00,,,Permanent,,N,VT,New Haven,0,
00092Q,3782,Active,00092Q-2,6,NA,NA,NA,NA,NA,,Addison,Bristol Town,1/1/01 0:00,,9/6/07 0:00,Permanent,,N,VT,Bristol,5443,
00092V,3784,Active,00092V-9,15,4,4,0.210526316,0.210526316,NA,,Orange,Brookfield Town,6/17/15 0:00,,8/25/17 0:00,Permanent,,N,VT,Brookfield,5036,
00092V,3784,Active,00092V-10,2,1,1,0.333333333,0.333333333,NA,,Orange,Brookfield Town,6/17/15 0:00,,,Permanent,,N,VT,Brookfield,5036,
00092V,3784,Active,00092V-8,0,2,2,1,1,NA,,Orange,Brookfield Town,6/10/11 0:00,,,Permanent,,N,VT,Brookfield,5036,
00092V,3784,Active,00092V-5,0,3,3,1,1,NA,,Orange,Randolph Town,6/10/11 0:00,,,Permanent,,N,VT,Randolph Center,0,
934,3794,Active,000934-1,2,3,2,0.6,0.5,NA,<Low>,Chittenden,Richmond Town,1/1/01 0:00,,4/19/07 0:00,Permanent,,N,VT,Richmond,5477,
935,3795,Active,000935-1,3,3,2,0.5,0.4,NA,,Chittenden,Charlotte Town,1/1/01 0:00,,9/14/16 0:00,Permanent,,N,VT,Charlotte,5445,
0008G3,3796,Active,0008G3-3,14,6,6,0.3,0.3,NA,<5%>,Chittenden,Hinesburg Town,4/5/10 0:00,,,Permanent,,N,VT,Hinesburg,5461,
0008G3,3796,Active,0008G3-4,10,6,6,0.375,0.375,NA,<5%>,Chittenden,Hinesburg Town,5/16/12 0:00,,,Permanent,,N,VT,Hinesburg,5461,
0008G3,3796,Active,0008G3-5,4,3,3,0.428571429,0.428571429,NA,<2%>,Addison,Monkton Town,4/4/17 0:00,,,Permanent,,N,VT,Monkton,5473,
0008G3,3796,Active,0008G3-2,1,9,7,0.9,0.875,NA,<7%>,Addison,New Haven Town,4/5/10 0:00,,,Permanent,,N,VT,New Haven,5443,
936,3797,Active,000936-1,3,10,NA,0.769230769,NA,10,,Orleans,Derby Town,1/1/01 0:00,,,Permanent,,N,VT,Derby,5829,
938,3799,Closed,000938-1,1,NA,NA,NA,NA,NA,,Caledonia,Groton Town,1/1/01 0:00,,,Permanent,,N,VT,Groton,5046,
00093C,3807,Active,00093C-1,2,2,NA,0.5,NA,NA,,Grand Isle,Grand Isle Town,1/1/01 0:00,,8/2/07 0:00,Permanent,,N,VT,Grand Isle,5458,
00093P,3818,Closed,00093P-1,2,NA,NA,NA,NA,NA,,Chittenden,Jericho Town,1/1/01 0:00,,4/30/09 0:00,Permanent,,N,VT,Jericho,5465,
00092Y,3823,Active,00092Y-1,2,NA,NA,NA,NA,NA,,Chittenden,Shelburne Town,1/1/01 0:00,,,Permanent,,N,VT,Shelburne,5482,
0008FV,3832,Active,0008FV-1,5,9,9,0.642857143,0.642857143,NA,<light bottom board>,Lamoille,Hyde Park Town,1/1/01 0:00,,7/10/07 0:00,Permanent,,N,VT,Hyde Park,5655,
0008VJ,3842,Active,0008VJ-1,1,3,1,0.75,0.5,NC,<Not counted>,Chittenden,Jericho Town,1/1/01 0:00,,9/4/08 0:00,Permanent,,N,VT,Jericho,5465,
942,3843,Active,000942-1,2,1,1,0.333333333,0.333333333,NA,,Windham,Newfane Town,1/1/01 0:00,,,Permanent,,N,VT,Newfane,5345,
0008B2,3846,Active,0008B2-2,22,9,9,0.290322581,0.290322581,NA,<Heavy mite load>,Grand Isle,Isle La Motte Town,12/10/11 0:00,,7/8/16 0:00,Permanent,270,N,VT,Isle LaMotte,5463,
0008B2,3846,Active,0008B2-5,68,28,28,0.291666667,0.291666667,NA,,Grand Isle,Alburgh Town,7/2/15 0:00,,,Permanent,,N,VT,Alburgh,5440,
0008B2,3846,Active,0008B2-7,6,7,7,0.538461538,0.538461538,NA,<Heavy mite load>,Grand Isle,Isle La Motte Town,7/5/17 0:00,,,Permanent,,N,VT,Alburg,5440,
0008B2,3846,Active,0008B2-4,28,27,NA,0.490909091,NA,NA,<Heavy mite load>,Grand Isle,Isle La Motte Town,6/25/14 0:00,,,Permanent,,N,VT,Isle La Motte,5440,
0008B2,3846,Active,0008B2-3,28,28,NA,0.5,NA,NA,<Heavy mite load>,Grand Isle,Isle La Motte Town,12/10/11 0:00,,,Permanent,,N,VT,Isle LaMotte,5463,
916,3848,Closed,000916-1,1,NA,NA,NA,NA,NA,,Chittenden,Colchester Town,6/25/15 0:00,,,Permanent,,N,VT,Colchester,5446,
0008HV,3850,Active,0008HV-1,1,0,0,0,0,NA,,Franklin,Fairfax Town,1/1/01 0:00,,9/26/16 0:00,Permanent,,N,VT,Fairfax,5444,
0007D0,3852,Active,0007D0-2,2,0,0,0,0,NA,,Grand Isle,Alburgh Town,6/27/17 0:00,,,Permanent,,N,VT,Alburg,5440,
0007D0,3852,Active,0007D0-1,8,6,4,0.428571429,0.333333333,NA,,Grand Isle,Alburgh Town,1/1/01 0:00,,7/30/07 0:00,Permanent,,N,VT,Alburg,5440,
948,3853,Active,000948-1,2,2,2,0.5,0.5,NA,,Windsor,Hartland Town,1/1/01 0:00,,8/17/17 0:00,Permanent,,N,VT,Hartland,5048,
949,3854,Closed,000949-1,2,2,NA,0.5,NA,NA,,Franklin,Fairfield Town,1/1/01 0:00,,6/15/09 0:00,Permanent,,N,VT,Fairfield,5455,
00094A,3855,Active,00094A-1,1,NA,NA,NA,NA,NA,,Rutland,Pittsford Town,1/1/01 0:00,,7/31/08 0:00,Permanent,,N,VT,Pittsford,0,
840,3866,Active,000840-2,10,5,4,0.333333333,0.285714286,35,,Washington,Berlin Town,7/22/15 0:00,,,Permanent,,N,VT,Berlin,5602,
0008C6,3869,Active,0008C6-2,2,2,2,0.5,0.5,NA,,Windham,Whitingham Town,6/5/17 0:00,,,Permanent,,N,VT,Whitingham,5342,
0008C6,3869,Active,0008C6-3,6,6,6,0.5,0.5,NA,,Windham,Whitingham Town,6/5/17 0:00,,,Permanent,,N,VT,Whitingham,5342,
0008C6,3869,Active,0008C6-1,8,8,8,0.5,0.5,NA,,Windham,Whitingham Town,1/1/01 0:00,,10/15/07 0:00,Permanent,,N,VT,Whitingham,5361,
00094J,3876,Closed,00094J-1,2,2,2,0.5,0.5,NA,,Chittenden,Charlotte Town,1/1/01 0:00,,8/14/09 0:00,Permanent,,N,VT,Charlotte,5445,
00094M,3880,Active,00094M-1,2,0,0,0,0,NA,<Low>,Washington,Waitsfield Town,1/1/01 0:00,,7/30/13 0:00,Permanent,,N,VT,Waitsfield,5673,
00094P,3882,Active,00094P-1,1,1,NA,0.5,NA,NA,<?>,Windham,Brattleboro Town,1/1/01 0:00,,,Permanent,,N,VT,Brattleboro,5301,
00094Q,3883,Active,00094Q-1,1,NA,NA,NA,NA,NA,,Addison,Starksboro Town,1/1/01 0:00,,7/18/08 0:00,Permanent,,N,VT,Starksboro,5487,
0007J2,3886,Active,0007J2-1,7,NA,NA,NA,NA,NA,,Windsor,Springfield Town,1/1/01 0:00,,8/26/08 0:00,Permanent,,N,VT,Springfield,5156,
0007J2,3886,Active,0007J2-2,4,NA,NA,NA,NA,NA,,Windsor,Springfield Town,7/13/15 0:00,,,Permanent,,N,VT,Springfield,5156,
00094Z,3892,Closed,00094Z-1,2,NA,NA,NA,NA,NA,,Rutland,,1/1/01 0:00,,,Permanent,,N,VT,Rutland,5757,
951,3894,Active,000951-1,2,2,1,0.5,0.333333333,NA,<I treated in Sept.>,Washington,Middlesex Town,1/1/01 0:00,,10/13/08 0:00,Permanent,,N,VT,Middlesex,5602,
952,3895,Active,000952-1,2,1,1,0.333333333,0.333333333,NA,,Windsor,Norwich Town,1/1/01 0:00,,6/8/17 0:00,Permanent,,N,VT,Norwich,5055,
955,3898,Active,000955-2,1,1,1,0.5,0.5,NA,,Orange,Corinth Town,1/1/01 0:00,,,Permanent,,N,VT,Corinth,5039,
955,3898,Active,000955-1,1,2,1,0.666666667,0.5,NA,,Orange,Orange Town,1/1/01 0:00,,,Permanent,,N,VT,Orange,5086,
00095G,3908,Active,00095G-1,5,1,0,0.166666667,0,NC,,Lamoille,Eden Town,1/1/01 0:00,,8/27/08 0:00,Permanent,,N,VT,Eden,0,
00095J,3910,Active,00095J-1,6,2,2,0.25,0.25,NA,,Chittenden,Shelburne Town,1/1/01 0:00,,7/5/16 0:00,Permanent,,N,VT,Shelburne,5482,
00095M,3912,Active,00095M-1,3,6,6,0.666666667,0.666666667,NC,,Bennington,Manchester Town,1/1/01 0:00,,,Permanent,,N,VT,Manchester,5254,
00095W,3917,Active,00095W-1,6,0,0,0,0,NA,,Chittenden,Charlotte Town,1/1/01 0:00,,,Permanent,,N,VT,Charlotte,5445,
00095Z,3921,Active,00095Z-1,3,2,2,0.4,0.4,NA,"<treated , ?>",Franklin,Fletcher Town,1/1/01 0:00,,8/11/13 0:00,Permanent,,N,VT,Fletcher,5464,
967,3930,Closed,000967-1,1,1,0,0.5,0,0,,Windsor,Norwich Town,1/1/01 0:00,,8/28/08 0:00,Permanent,,N,VT,Norwich,5001,
0008CK,3940,Closed,0008CK-1,0,1,1,1,1,NC,<Unknown>,Caledonia,Kirby Town,1/1/01 0:00,,,Permanent,,N,VT,Kirby,5832,
862,3946,Active,000862-3,1,4,4,0.8,0.8,NA,<heavy>,Windham,Newfane Town,1/1/01 0:00,,7/17/08 0:00,Permanent,,N,VT,Williamsville,5146,
00086W,3956,Active,00086W-1,4,NA,NA,NA,NA,NA,,Washington,Woodbury Town,1/1/01 0:00,,5/24/16 0:00,Permanent,,N,VT,Woodbury,5681,
00096W,3959,Active,00096W-1,1,1,1,0.5,0.5,NC,,Chittenden,Huntington Town,1/1/01 0:00,,,Permanent,,N,VT,Huntington,5462,
970,3968,Active,000970-1,3,1,1,0.25,0.25,NA,,Rutland,Wallingford Town,1/1/01 0:00,,,Permanent,,N,VT,Wallingford,5773,
00072H,3973,Closed,00072H-1,1,1,1,0.5,0.5,NA,,Windsor,Hartland Town,1/1/01 0:00,,,Permanent,,N,VT,Hartland,5048,
954,3978,Active,000954-1,0,5,5,1,1,NA,<Tracheal mites>,Washington,Waterbury Town,1/1/01 0:00,,5/22/15 0:00,Permanent,,N,VT,Waterbury,05676-1112,
0008DQ,3979,Active,0008DQ-1,12,6,6,0.333333333,0.333333333,NA,,Orleans,Charleston Town,1/1/01 0:00,,7/29/08 0:00,Permanent,,N,VT,Charleston,5872,
0008DQ,3979,Active,0008DQ-2,5,3,3,0.375,0.375,NA,,Orleans,Charleston Town,1/11/11 0:00,,,Permanent,,N,VT,W. Charleston,5872,
0008DQ,3979,Active,0008DQ-5,1,1,1,0.5,0.5,NA,,Caledonia,Lyndon Town,6/26/15 0:00,,,Permanent,,N,VT,Lyndonville,5851,
0008DQ,3979,Active,0008DQ-6,2,NA,NA,NA,NA,NA,,Orleans,Charleston Town,6/15/17 0:00,,,Permanent,,N,VT,Charleston,5872,
0007H7,3989,Active,0007H7-3,26,1,1,0.037037037,0.037037037,NA,<?>,Bennington,Pownal Town,12/7/15 0:00,,,Permanent,,N,VT,Pownal,5261,
0007H7,3989,Active,0007H7-2,14,16,16,0.533333333,0.533333333,NA,<?>,Bennington,Pownal Town,12/7/15 0:00,,,Permanent,,N,VT,Pownal,5261,
00073W,3990,Active,00073W-2,2,1,0,0.333333333,0,NC,,Rutland,Rutland City,6/26/17 0:00,,,Permanent,,N,VT,Rutland,0,
00073W,3990,Active,00073W-1,2,5,4,0.714285714,0.666666667,NC,,Rutland,Rutland City,1/1/01 0:00,,,Permanent,,N,VT,Rutland,5701,
0007M7,3992,Active,0007M7-1,0,4,NA,1,NA,NA,<Low>,Washington,Moretown Town,1/1/01 0:00,,6/16/09 0:00,Permanent,,N,VT,Moretown,5660,
0007PZ,4002,Active,0007PZ-1,3,1,1,0.25,0.25,0,,Addison,Waltham Town,1/1/01 0:00,,,Permanent,,N,VT,Waltham,5491,
0007B0,4007,Active,0007B0-3,2,1,1,0.333333333,0.333333333,NA,,Bennington,Manchester Town,6/2/16 0:00,,,Permanent,,N,VT,Manchester,5255,
0007B0,4007,Active,0007B0-2,5,4,4,0.444444444,0.444444444,NA,,Bennington,Manchester Town,4/22/15 0:00,,,Permanent,,N,VT,Manchester,5254,
786,4009,Active,000786-1,2,NA,NA,NA,NA,NA,,Windham,Newfane Town,1/1/01 0:00,,,Permanent,,N,VT,South Newfane,5351,
00073A,4012,Active,00073A-2,0,1,1,1,1,NA,,Washington,Marshfield Town,1/1/01 0:00,,5/20/15 0:00,Permanent,,N,VT,Marshfield,0,
00073A,4012,Active,00073A-1,0,4,4,1,1,NA,,Lamoille,Johnson Town,1/1/01 0:00,,,Permanent,,N,VT,Johnson,5656,
0008QC,4014,Active,0008QC-1,3,0,0,0,0,NA,,Chittenden,Westford Town,1/1/01 0:00,,,Permanent,,N,VT,Westford,5494,
0008GQ,4017,Active,0008GQ-3,2,1,1,0.333333333,0.333333333,NA,,Franklin,Georgia Town,1/1/01 0:00,,,Permanent,,N,VT,Georgia,5478,
0008GQ,4017,Active,0008GQ-7,2,1,1,0.333333333,0.333333333,NA,,Chittenden,Milton Town,6/24/15 0:00,,,Permanent,,N,VT,Milton,5468,
0008GQ,4017,Active,0008GQ-4,1,1,1,0.5,0.5,NA,,Chittenden,Milton Town,6/24/15 0:00,,,Permanent,,N,VT,MIlton,5468,
0008GQ,4017,Active,0008GQ-5,1,1,1,0.5,0.5,NA,,Chittenden,Milton Town,6/24/15 0:00,,,Permanent,,N,VT,Milton,5468,
0008GQ,4017,Active,0008GQ-8,1,1,1,0.5,0.5,NA,,Chittenden,Milton Town,5/26/16 0:00,,,Permanent,,N,VT,Milton,5468,
0008GQ,4017,Active,0008GQ-6,1,NA,NA,NA,NA,NA,,Chittenden,Westford Town,6/24/15 0:00,,,Permanent,,N,VT,Westford,5494,
0008GQ,4017,Active,0008GQ-9,1,NA,NA,NA,NA,NA,,Chittenden,Milton Town,6/1/17 0:00,,,Permanent,,N,VT,Milton Town,5468,
00094K,4018,Active,00094K-1,7,1,1,0.125,0.125,3,,Windsor,Bridgewater Town,1/1/01 0:00,,5/26/10 0:00,Permanent,,N,VT,Bridgewater,5034,
00097A,4025,Closed,00097A-1,1,NA,NA,NA,NA,NA,,Franklin,Bakersfield Town,1/1/01 0:00,,,Permanent,,N,VT,Bakersfield,5448,
0007V0,4027,Active,0007V0-2,16,NA,NA,NA,NA,NA,,Addison,Salisbury Town,6/8/10 0:00,,10/31/14 0:00,Permanent,,N,VT,Salisbury,0,
0007V0,4027,Active,0007V0-3,16,NA,NA,NA,NA,NA,,Addison,Salisbury Town,5/14/11 0:00,,10/31/14 0:00,Permanent,,N,VT,W. Salisbury,0,
0007V0,4027,Active,0007V0-4,20,NA,NA,NA,NA,NA,,Addison,Salisbury Town,5/14/11 0:00,,,Permanent,,N,VT,W. Salisbury,0,
0007V0,4027,Active,0007V0-5,20,NA,NA,NA,NA,NA,,Addison,Leicester Town,5/29/11 0:00,,10/29/13 0:00,Permanent,,N,VT,Leicester,0,
0007V0,4027,Active,0007V0-6,16,NA,NA,NA,NA,NA,,Addison,Salisbury Town,5/14/11 0:00,,10/31/14 0:00,Permanent,,N,VT,W. Salisbury,0,
0007V0,4027,Active,0007V0-7,18,NA,NA,NA,NA,NA,,Addison,Leicester Town,5/3/12 0:00,,,Permanent,,N,VT,Leicester,5000,
0007V0,4027,Active,0007V0-1,16,NA,NA,NA,NA,NA,,Addison,Cornwall Town,1/1/01 0:00,,5/17/17 0:00,Permanent,,N,VT,Cornwall,5753,
0007V0,4027,Active,0007V0-8,120,NA,NA,NA,NA,NA,,Addison,Salisbury Town,10/31/13 0:00,,10/31/14 0:00,Permanent,,N,VT,Salisbury,0,
0007V0,4027,Active,0007V0-9,16,NA,NA,NA,NA,NA,,Rutland,Poultney Town,6/24/15 0:00,,,Permanent,,N,VT,Poultney,5764,
0007V0,4027,Active,0007V0-10,20,NA,NA,NA,NA,NA,,Addison,Salisbury Town,6/2/16 0:00,,,Permanent,,N,VT,Salisbury,5769,
0007V0,4027,Active,0007V0-11,20,NA,NA,NA,NA,NA,,Rutland,Sudbury Town,6/2/16 0:00,,,Permanent,,N,VT,Sudbury,5769,
0007V0,4027,Active,0007V0-12,160,NA,NA,NA,NA,NA,,Addison,Bristol Town,6/1/17 0:00,,7/18/17 0:00,Permanent,,N,VT,Bristol,5443,
00097C,4029,Active,00097C-1,0,0,0,NA,0,NA,<?>,Washington,Waitsfield Town,1/1/01 0:00,,7/30/13 0:00,Permanent,,N,VT,Waitsfield,5673,
00097F,4031,Active,00097F-2,1,2,1,0.666666667,0.5,NC,<Unknown>,Chittenden,Jericho Town,9/21/16 0:00,,,Permanent,,N,VT,Jericho,5465,
0008Z4,4040,Active,0008Z4-1,2,3,3,0.6,0.6,NA,,Washington,Cabot Town,1/1/01 0:00,,,Permanent,,N,VT,Cabot,5000,
00097Z,4047,Active,00097Z-1,1,NA,NA,NA,NA,NA,,Washington,Worcester Town,1/1/01 0:00,3/1/17 0:00,5/21/15 0:00,Permanent,,N,VT,Worcester,5682,
00097Z,4047,Active,00097Z-2,2,NA,NA,NA,NA,NA,,Rutland,Brandon Town,4/27/11 0:00,3/1/17 0:00,,Permanent,,N,VT,Brandon,5733,
00097Z,4047,Active,00097Z-3,2,NA,NA,NA,NA,NA,,Washington,East Montpelier Town,6/1/17 0:00,,,Permanent,,N,VT,East Montpelier,5651,
980,4048,Active,000980-1,4,2,NA,0.333333333,NA,NA,,Franklin,Sheldon Town,1/1/01 0:00,,,Permanent,,N,VT,Sheldon,5457,
980,4048,Active,000980-2,5,3,NA,0.375,NA,NA,,Franklin,Enosburg Town,6/8/16 0:00,,,Permanent,,N,VT,Berkshire,5447,
982,4050,Active,000982-1,30,NA,NA,NA,NA,NA,,Franklin,Fairfax Town,1/1/01 0:00,,5/4/16 0:00,Permanent,,N,VT,Fairfax,5454,
982,4050,Active,000982-2,2,NA,NA,NA,NA,NA,,Chittenden,Colchester Town,4/16/11 0:00,,,Permanent,,N,VT,Colchester,5446,
982,4050,Active,000982-3,4,NA,NA,NA,NA,NA,,Franklin,Fairfax Town,7/8/13 0:00,,,Permanent,,N,VT,Fairfax,5454,
982,4050,Active,000982-4,3,NA,NA,NA,NA,NA,,Chittenden,Underhill Town,7/8/13 0:00,,,Permanent,,N,VT,Underhill,5489,
982,4050,Active,000982-5,10,NA,NA,NA,NA,NA,,Chittenden,Westford Town,7/8/13 0:00,,,Permanent,,N,VT,Westford,5494,
985,4053,Active,000985-1,3,1,0,0.25,0,NA,,Caledonia,Saint Johnsbury Town,1/1/01 0:00,,8/25/12 0:00,Permanent,,N,VT,St. Johnsbury,5819,
988,4056,Active,000988-1,2,NA,NA,NA,NA,NA,,Chittenden,Burlington City,1/1/01 0:00,,,Permanent,,N,VT,Burlington,5401,
989,4057,Active,000989-2,2,1,1,0.333333333,0.333333333,NC,,Orange,Thetford Town,5/1/11 0:00,,6/9/11 0:00,Permanent,,N,VT,Thetford,0,
989,4057,Active,000989-1,4,3,3,0.428571429,0.428571429,NC,,Orange,Thetford Town,1/1/01 0:00,,6/9/11 0:00,Permanent,,N,VT,North Thetford,5454,
989,4057,Active,000989-3,0,NA,NA,NA,NA,NA,,Windsor,Royalton Town,5/1/12 0:00,,6/9/11 0:00,Pollination,,N,VT,Royalton,0,
00098A,4058,Active,00098A-1,1,1,0,0.5,0,NA,,Rutland,Rutland Town,1/1/01 0:00,,,Permanent,,N,VT,Rutland Town,0,
757,4059,Closed,000757-1,4,NA,NA,NA,NA,NA,,Addison,Lincoln Town,1/1/01 0:00,,,Permanent,,N,VT,Lincoln,5443,
00098G,4064,Active,00098G-2,2,4,4,0.666666667,0.666666667,NA,,Rutland,Rutland City,6/12/15 0:00,,,Permanent,,N,VT,Rutland City,5701,
00098M,4071,Active,00098M-1,4,3,3,0.428571429,0.428571429,NC,,Washington,Northfield Town,1/1/01 0:00,,,Permanent,,N,VT,Northfield Falls,5664,
00098Q,4075,Active,00098Q-1,1,1,1,0.5,0.5,NC,,Rutland,Middletown Springs Town,1/1/01 0:00,,,Permanent,,N,VT,Middletown Springs,5757,
00098X,4078,Active,00098X-1,0,3,1,1,1,NA,<?>,Rutland,Wallingford Town,1/1/01 0:00,,,Permanent,,N,VT,Wallingford,5773,
00098X,4078,Active,00098X-2,1,NA,NA,NA,NA,NA,,Rutland,Rutland Town,7/5/17 0:00,,,Permanent,,N,VT,Rutland,5701,
00098X,4078,Active,00098X-3,1,NA,NA,NA,NA,NA,,Rutland,Pittsford Town,7/5/17 0:00,,,Permanent,,N,VT,Pittsford,5763,
00098Y,4079,Active,00098Y-1,1,1,1,0.5,0.5,NA,"<Moderate, Tx'd with thyme>",Chittenden,Milton Town,1/1/01 0:00,,6/17/13 0:00,Permanent,,N,VT,Milton,5468,
00098Y,4079,Active,00098Y-3,1,NA,NA,NA,NA,NA,,Chittenden,Milton Town,4/6/13 0:00,,6/17/13 0:00,Permanent,,N,VT,South Milton,0,
0008NG,4083,Closed,0008NG-1,1,1,1,0.5,0.5,NA,,Washington,Waitsfield Town,1/1/01 0:00,,5/27/15 0:00,Permanent,,N,VT,Waitsfield,5673,
0008NG,4083,Closed,0008NG-2,1,1,1,0.5,0.5,NA,,Washington,Waitsfield Town,7/7/15 0:00,,,Permanent,,N,VT,Waitsfield Town,5673,
990,4084,Closed,000990-1,2,2,NA,0.5,NA,NA,,Washington,Middlesex Town,1/1/01 0:00,,,Permanent,,N,VT,Middlesex,5602,
00099C,4097,Active,00099C-1,2,1,1,0.333333333,0.333333333,NC,,Caledonia,Saint Johnsbury Town,5/1/09 0:00,,,Permanent,,N,VT,St. Johnsbury,5819,
0007HM,4101,Active,0007HM-1,1,0,0,0,0,NA,,Chittenden,Jericho Town,1/1/01 0:00,,,Permanent,,N,VT,Jericho,5465,
0007FV,4104,Active,0007FV-1,8,4,4,0.333333333,0.333333333,NA,,Windsor,Cavendish Town,1/1/01 0:00,,,Permanent,,N,VT,Cavendish,5142,
0007FV,4104,Active,0007FV-2,2,2,2,0.5,0.5,NA,,Windsor,Weathersfield Town,7/5/11 0:00,,,Pollination,,N,VT,Weathersfield,5151,
00099M,4107,Active,00099M-1,3,2,2,0.4,0.4,NA,,Chittenden,Charlotte Town,1/1/01 0:00,,,Permanent,,N,VT,Charlotte,5445,
00099W,4112,Closed,00099W-1,2,NA,NA,NA,NA,NA,,Washington,Middlesex Town,1/1/01 0:00,,,Permanent,,N,VT,N. Middlesex,5682,
0009A0,4116,Active,0009A0-1,1,1,1,0.5,0.5,NA,,Addison,New Haven Town,1/1/01 0:00,,,Permanent,,N,VT,New Haven,5472,
0009A2,4119,Active,0009A2-1,20,20,20,0.5,0.5,NA,,Orange,Williamstown Town,1/1/10 0:00,,,Permanent,,N,VT,Williamstown,5679,
0009A3,4127,Active,0009A3-1,1,1,1,0.5,0.5,NA,,Caledonia,Hardwick Town,1/1/01 0:00,,,Permanent,,N,VT,Hardwick,5843,
0009A4,4128,Active,0009A4-1,2,3,3,0.6,0.6,NA,,Orleans,Irasburg Town,1/1/01 0:00,,,Permanent,,N,VT,Irasburg,5845,
000ADG,4136,Active,000ADG-1,2,2,1,0.5,0.333333333,NA,,Windsor,Woodstock Town,4/19/10 0:00,,6/23/17 0:00,Permanent,,N,VT,Woodstock,5091,
000ADN,4138,Active,000ADN-1,4,2,2,0.333333333,0.333333333,NC,,Chittenden,Shelburne Town,5/19/10 0:00,,,Permanent,,N,VT,Shelburne,5482,
000ADN,4138,Active,000ADN-2,2,2,2,0.5,0.5,NC,,Chittenden,Shelburne Town,7/14/16 0:00,,,Permanent,,N,VT,Shelburne,0,
000ADP,4139,Active,000ADP-1,9,2,2,0.181818182,0.181818182,NA,<3% or less>,Addison,Addison Town,4/1/10 0:00,,,Permanent,,N,VT,Addison,5491,
000ADP,4139,Active,000ADP-2,8,NA,NA,NA,NA,NA,,Addison,Goshen Town,8/1/17 0:00,,,Permanent,,N,VT,Goshen,5733,
000ADQ,4140,Active,000ADQ-1,13,3,3,0.1875,0.1875,NA,,Chittenden,Charlotte Town,5/19/10 0:00,,9/13/16 0:00,Permanent,,N,VT,Charlotte,5445,
000ADW,4142,Active,000ADW-1,4,3,3,0.428571429,0.428571429,NA,,Washington,Berlin Town,3/28/10 0:00,,,Permanent,,N,VT,Berlin,5602,
000ADW,4142,Active,000ADW-2,4,6,6,0.6,0.6,NA,<?>,Washington,Worcester Town,4/12/13 0:00,,4/15/13 0:00,Permanent,,N,VT,Worcester,5682,
000AGP,4147,Active,000AGP-1,2,1,1,0.333333333,0.333333333,NA,,Rutland,Poultney Town,6/1/10 0:00,,,Permanent,,N,VT,Poultney,5764,
000AGZ,4150,Active,000AGZ-1,2,0,0,0,0,NA,,Addison,Shoreham Town,4/4/10 0:00,,,Permanent,,N,VT,Whiting,05778-9537,
000AH4,4151,Active,000AH4-1,5,NA,NA,NA,NA,NA,,Windsor,Springfield Town,4/1/09 0:00,,8/19/15 0:00,Permanent,,N,VT,Springfield,5156,
000AH7,4152,Active,000AH7-1,1,1,1,0.5,0.5,NC,,Washington,Berlin Town,5/11/10 0:00,,7/22/14 0:00,Permanent,,N,VT,Berlin,5602,
000AHD,4154,Active,000AHD-1,2,2,2,0.5,0.5,NA,,Windham,Halifax Town,6/1/10 0:00,,,Permanent,,N,VT,Halifax,05358-4402,
