Date,Site,Block,Point,Plants/1_m_squared,Observer
9/1/19,Borderview,Shore,66,10,TJS
9/1/19,Borderview,Shore,67,8,TJS
9/1/19,Borderview,Shore,68,12,TJS
9/1/19,Borderview,Shore,69,11,TJS
9/1/19,Borderview,Shore,70,13,TJS
9/1/19,Borderview,Shore,71,15,TJS
9/1/19,Borderview,Shore,72,11,TJS
9/1/19,Borderview,Shore,73,21,TJS
9/1/19,Borderview,Shore,74,13,TJS
9/1/19,Borderview,Shore,75,20,TJS
9/1/19,Borderview,Shore,76,10,TJS
9/1/19,Borderview,Shore,77,13,TJS
9/1/19,Borderview,Shore,78,18,TJS
9/1/19,Borderview,Shore,79,13,TJS
9/1/19,Borderview,Shore,80,21,TJS
9/1/19,Borderview,Shore,81,24,TJS
9/1/19,Borderview,Shore,82,14,TJS
9/1/19,Borderview,Shore,83,16,TJS
9/1/19,Borderview,Shore,84,13,TJS
9/1/19,Borderview,Shore,85,17,TJS
9/1/19,Borderview,Shore,86,19,TJS
9/1/19,Borderview,Shore,87,18,TJS
9/1/19,Borderview,Shore,88,13,TJS
9/1/19,Borderview,Shore,89,25,TJS
9/1/19,Borderview,Shore,90,20,TJS
9/1/19,Borderview,Shore,91,18,TJS
9/1/19,Borderview,Shore,92,10,TJS
9/1/19,Borderview,Shore,93,11,TJS
9/1/19,Borderview,Shore,94,17,TJS
9/1/19,Borderview,Shore,95,12,TJS
9/1/19,Borderview,Shore,96,7,TJS
9/1/19,Borderview,Shore,97,16,TJS
9/1/19,Borderview,Shore,98,17,TJS
9/1/19,Borderview,Shore,99,10,TJS
9/1/19,Borderview,Shore,100,13,TJS
8/16/19,Borderview,South,1,35,TJS
8/16/19,Borderview,South,2,24,TJS
8/16/19,Borderview,South,3,19,TJS
8/16/19,Borderview,South,4,26,TJS
8/16/19,Borderview,South,5,23,TJS
8/16/19,Borderview,South,6,18,TJS
8/16/19,Borderview,South,7,17,TJS
8/16/19,Borderview,South,8,29,TJS
8/16/19,Borderview,South,9,14,TJS
8/16/19,Borderview,South,10,17,TJS
8/16/19,Borderview,South,11,18,TJS
8/16/19,Borderview,South,12,28,TJS
8/16/19,Borderview,South,13,9,TJS
8/16/19,Borderview,South,14,13,TJS
8/16/19,Borderview,South,15,35,TJS
8/16/19,Borderview,South,16,26,TJS
8/16/19,Borderview,South,17,24,TJS
8/16/19,Borderview,South,18,42,TJS
8/16/19,Borderview,South,19,23,TJS
8/16/19,Borderview,South,20,15,TJS
8/16/19,Borderview,South,21,18,TJS
8/16/19,Borderview,South,22,13,TJS
8/16/19,Borderview,South,23,18,TJS
8/16/19,Borderview,South,24,20,TJS
8/16/19,Borderview,South,25,23,TJS
8/16/19,Borderview,South,26,21,TJS
8/16/19,Borderview,South,27,20,TJS
8/16/19,Borderview,South,28,31,TJS
8/16/19,Borderview,South,29,25,TJS
8/16/19,Borderview,South,30,23,TJS
8/16/19,Borderview,South,31,22,TJS
8/16/19,Borderview,South,32,14,TJS
8/16/19,Borderview,South,33,4,TJS
8/16/19,Borderview,South,34,8,TJS
8/16/19,Borderview,South,35,15,TJS
8/16/19,Borderview,South,36,8,TJS
8/16/19,Borderview,South,37,12,TJS
8/16/19,Borderview,South,38,19,TJS
8/16/19,Borderview,South,39,21,TJS
8/16/19,Borderview,South,40,24,TJS
8/16/19,Borderview,South,41,29,TJS
8/16/19,Borderview,South,42,14,TJS
8/16/19,Borderview,South,43,24,TJS
8/16/19,Borderview,South,44,19,TJS
8/16/19,Borderview,South,45,34,TJS
8/16/19,Borderview,South,46,11,TJS
8/16/19,Borderview,South,47,8,TJS
8/16/19,Borderview,South,48,8,TJS
8/16/19,Borderview,South,49,16,TJS
8/16/19,Borderview,South,50,28,TJS
8/16/19,Borderview,South,51,21,TJS
8/16/19,Borderview,South,52,24,TJS
8/16/19,Borderview,South,53,40,TJS
8/16/19,Borderview,South,54,18,TJS
8/16/19,Borderview,South,55,15,TJS
8/16/19,Borderview,South,56,26,TJS
8/16/19,Borderview,South,57,23,TJS
8/16/19,Borderview,South,58,26,TJS
8/16/19,Borderview,South,59,25,TJS
8/16/19,Borderview,South,60,18,TJS
8/16/19,Borderview,South,61,21,TJS
8/16/19,Borderview,South,62,17,TJS
8/16/19,Borderview,South,63,15,TJS
8/16/19,Borderview,South,64,14,TJS
8/16/19,Borderview,South,65,23,TJS
8/16/19,Borderview,South,66,27,TJS
8/16/19,Borderview,South,67,9,TJS
8/16/19,Borderview,South,68,12,TJS
8/16/19,Borderview,South,69,25,TJS
8/16/19,Borderview,South,70,18,TJS
8/16/19,Borderview,South,71,19,TJS
8/16/19,Borderview,South,72,16,TJS
8/16/19,Borderview,South,73,18,TJS
8/16/19,Borderview,South,74,15,TJS
8/16/19,Borderview,South,75,12,TJS
8/16/19,Borderview,South,76,22,TJS
8/16/19,Borderview,South,77,19,TJS
8/16/19,Borderview,South,78,11,TJS
8/16/19,Borderview,South,79,12,TJS
8/16/19,Borderview,South,80,20,TJS
8/16/19,Borderview,South,81,24,TJS
8/16/19,Borderview,South,82,25,TJS
8/16/19,Borderview,South,83,35,TJS
8/16/19,Borderview,South,84,46,TJS
8/16/19,Borderview,South,85,39,TJS
8/16/19,Borderview,South,86,33,TJS
8/16/19,Borderview,South,87,27,TJS
8/16/19,Borderview,South,88,16,TJS
8/16/19,Borderview,South,89,25,TJS
8/16/19,Borderview,South,90,30,TJS
8/16/19,Borderview,South,91,10,TJS
8/16/19,Borderview,South,92,17,TJS
8/16/19,Borderview,South,93,13,TJS
8/16/19,Borderview,South,94,21,TJS
8/16/19,Borderview,South,95,19,TJS
8/16/19,Borderview,South,96,22,TJS
8/16/19,Borderview,South,97,20,TJS
8/16/19,Borderview,South,98,27,TJS
8/16/19,Borderview,South,99,21,TJS
8/16/19,Borderview,South,100,18,TJS
