Plant,Date,Site,Block,Transect,Observer,StartTime,EndTime,TempC,PlantBloomingState,TotalPlants,Plant,Eggs,Instar_1,Instar_2,Instar_3,Instar_4,Instar_5,Pupae,Adult_M,Adult_F,Adult_Unk,Dead,TugTest,PercDefoliation,PodsWithBugs,TotalPods,PodsWithBugsPercent,Aphids,AphidMummies ,Notes,AdultsUKOutside,InstarsInside,InstarsOutside,Pupae outside
31,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,31,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
32,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,32,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
33,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,33,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
34,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,34,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
35,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,35,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
36,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,36,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
37,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,37,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
38,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,38,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
39,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,39,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
40,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,40,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
41,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,41,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
42,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,42,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
43,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,43,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
44,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,44,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
45,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,45,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
46,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,46,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
47,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,47,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
48,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,48,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
49,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,49,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
50,8/2/19,Borderview,South,2,TJS,1:44,2:08,27,Post,50,50,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
1,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,1,0,0,0,0,1,0,0,0,0,5,0,N,NA,NA,NA,NA,NA,NA,,7,,,
2,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,2,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
3,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,3,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
4,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,4,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
5,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,5,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
6,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,6,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
7,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,7,3,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
8,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,8,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
9,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,9,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
10,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,10,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
11,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,11,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
12,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,12,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
13,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,13,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
14,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,14,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
15,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,15,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
16,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,16,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
17,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,17,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
18,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,18,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
19,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,19,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
20,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,20,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
21,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,21,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
22,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,22,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
23,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,23,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
24,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,24,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
25,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,25,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
26,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,26,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
27,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,27,0,0,0,1,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
28,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,28,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
29,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,29,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
30,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,30,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
31,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,31,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,random areas of downed milkweed,,,,
32,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,32,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
33,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,33,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
34,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,34,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
35,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,35,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
36,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,36,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
37,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,37,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,empty egg,,,,
38,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,38,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
39,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,39,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
40,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,40,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
41,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,41,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
42,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,42,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
43,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,43,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
44,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,44,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
45,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,45,1,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
46,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,46,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
47,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,47,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
48,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,48,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
49,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,49,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
50,8/3/19,Dewing,West,1,FNN,3:06,3:35,28,Post,50,50,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
1,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,1,0,0,0,0,0,0,0,0,0,1,0,N,NA,NA,NA,NA,NA,NA,,0,,,
2,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,2,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
3,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,3,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
4,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,4,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
5,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,5,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
6,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,6,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
7,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,7,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
8,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,8,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
9,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,9,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
10,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,10,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
11,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,11,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
12,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,12,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
13,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,13,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
14,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,14,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
15,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,15,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
16,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,16,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
17,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,17,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
18,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,18,0,1,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
19,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,19,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
20,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,20,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
21,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,21,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
22,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,22,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
23,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,23,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
24,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,24,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
25,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,25,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
26,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,26,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
27,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,27,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
28,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,28,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
29,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,29,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
30,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,30,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
31,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,31,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
32,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,32,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
33,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,33,1,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
34,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,34,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
35,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,35,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
36,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,36,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
37,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,37,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
38,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,38,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
39,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,39,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
40,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,40,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
41,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,41,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
42,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,42,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
43,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,43,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
44,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,44,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
45,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,45,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
46,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,46,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
47,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,47,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
48,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,48,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
49,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,49,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
50,8/3/19,Dewing,West,2,JHM,3:05,3:40,28,Post,50,50,1,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
1,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,1,0,0,0,0,0,0,0,0,0,2,0,N,NA,NA,NA,NA,NA,NA,,11,,,
2,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,2,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
3,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,3,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
4,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,4,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
5,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,5,0,0,1,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
6,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,6,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
7,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,7,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
8,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,8,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
9,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,9,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
10,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,10,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
11,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,11,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
12,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,12,0,0,1,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
13,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,13,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
14,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,14,0,0,0,1,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
15,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,15,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
16,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,16,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
17,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,17,1,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
18,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,18,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
19,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,19,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
20,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,20,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
21,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,21,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
22,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,22,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
23,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,23,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
24,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,24,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
25,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,25,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
26,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,26,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
27,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,27,1,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
28,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,28,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
29,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,29,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
30,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,30,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
31,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,31,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
32,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,32,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
33,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,33,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
34,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,34,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
35,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,35,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
36,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,36,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
37,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,37,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
38,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,38,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
39,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,39,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
40,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,40,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
41,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,41,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
42,8/3/19,Dewing,Central D,1,FNN,2:30,3:00,28,Post,50,42,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,NA,NA,,,,,
